idTransaccion,cuentaOrigen,cliente,tipo,monto,fecha,hora,estado
TX-001591,002-312149,Maria Soto,PagoServicio,11397.48,2026-12-13,13:40:49,Observada
TX-001592,003-422316,Pedro Castillo,PagoServicio,2326.15,2026-01-22,16:47:50,Anulada
TX-001593,005-757966,Valeria Leon,Transferencia,327.91,2026-01-18,07:00:39,Aprobada
TX-001594,009-411152,Luis Ramos,PagoServicio,2136.11,2026-12-21,06:00:44,Rechazada
TX-001595,001-337686,Sofia Rojas,PagoServicio,2219.17,2026-09-12,12:26:26,Pendiente
TX-001596,004-817663,Sofia Rojas,Transferencia,7382.39,2026-02-12,18:32:19,Rechazada
TX-001597,002-395503,Pedro Castillo,Transferencia,9239.29,2026-02-15,23:06:39,Pendiente
TX-001598,002-145452,Diego Flores,Retiro,2679.24,2026-07-26,00:26:16,Pendiente
TX-001599,003-812437,Sofia Rojas,Retiro,13397.83,2026-09-24,20:48:07,Pendiente
TX-001600,005-465308,Elena Vargas,Transferencia,4073.69,2026-07-13,21:21:16,Pendiente
TX-001601,005-950100,Elena Vargas,Transferencia,11834.95,2026-12-01,15:45:22,Rechazada
TX-001602,003-435812,Maria Soto,PagoServicio,6705.96,2026-11-06,11:11:13,Observada
TX-001603,002-218661,Diego Flores,PagoServicio,14394.18,2026-04-19,03:35:08,Rechazada
TX-001604,002-438746,Maria Soto,Retiro,11515.36,2026-05-17,22:33:06,Pendiente
TX-001605,008-544420,Jorge Medina,PagoServicio,9030.13,2026-09-05,05:34:51,Pendiente
TX-001606,003-941105,Camila Ruiz,Retiro,5753.95,2026-08-02,08:12:46,Observada
TX-001607,009-659699,Jorge Medina,Retiro,5775.56,2026-08-14,14:58:34,Observada
TX-001608,009-705947,Rosa Herrera,Retiro,10549.37,2026-04-02,08:09:29,Pendiente
TX-001609,001-313154,Miguel Castro,Transferencia,5442.35,2026-07-04,01:18:49,Rechazada
TX-001610,002-162471,Elena Vargas,Deposito,5419.27,2026-11-26,20:19:16,Rechazada
TX-001611,005-582752,Maria Soto,PagoServicio,3645.04,2026-11-18,11:51:30,Rechazada
TX-001612,001-883281,Maria Soto,Transferencia,14431.16,2026-10-01,09:24:33,Rechazada
TX-001613,007-868691,Ana Torres,PagoServicio,5581.55,2026-09-30,09:32:17,Aprobada
TX-001614,002-599988,Miguel Castro,Retiro,462.48,2026-05-22,20:19:22,Rechazada
TX-001615,002-356949,Luis Ramos,Transferencia,8542.06,2026-11-13,00:20:19,Observada
TX-001616,003-902598,Maria Soto,PagoServicio,11155.93,2026-10-18,12:51:49,Anulada
TX-001617,005-593024,Sofia Rojas,Deposito,6665.16,2026-09-08,10:24:39,Aprobada
TX-001618,005-216671,Maria Soto,Transferencia,13218.55,2026-01-13,11:22:18,Anulada
TX-001619,003-627743,Maria Soto,Transferencia,5951.90,2026-06-14,12:25:54,Observada
TX-001620,009-845964,Miguel Castro,Deposito,13788.06,2026-07-14,21:47:24,Pendiente
TX-001621,004-544250,Elena Vargas,Retiro,4084.70,2026-02-05,16:54:37,Anulada
TX-001622,007-231211,Fernando Diaz,Retiro,6012.03,2026-01-22,17:55:41,Rechazada
TX-001623,007-292616,Miguel Castro,Transferencia,12250.22,2026-07-01,22:08:27,Observada
TX-001624,006-784405,Camila Ruiz,PagoServicio,12410.53,2026-03-06,00:16:27,Aprobada
TX-001625,006-778058,Sofia Rojas,Retiro,4056.09,2026-02-10,13:04:44,Aprobada
TX-001626,006-732490,Rosa Herrera,Deposito,430.45,2026-04-20,14:21:33,Rechazada
TX-001627,009-211636,Luis Ramos,Retiro,8960.69,2026-10-21,19:17:27,Pendiente
TX-001628,004-678490,Carlos Perez,Transferencia,3612.62,2026-02-03,00:37:27,Anulada
TX-001629,001-691123,Rosa Herrera,PagoServicio,694.75,2026-05-03,04:06:03,Aprobada
TX-001630,005-108890,Pedro Castillo,Deposito,14381.50,2026-07-14,06:21:06,Rechazada
TX-001631,006-888363,Sofia Rojas,Deposito,14608.02,2026-09-30,21:14:10,Aprobada
TX-001632,006-527070,Elena Vargas,Transferencia,7537.63,2026-10-29,00:05:04,Rechazada
TX-001633,001-715698,Rosa Herrera,PagoServicio,7159.53,2026-12-04,09:55:04,Aprobada
TX-001634,005-269054,Maria Soto,PagoServicio,1190.51,2026-09-01,02:18:08,Aprobada
TX-001635,004-326122,Rosa Herrera,Retiro,11534.70,2026-03-04,13:04:01,Anulada
TX-001636,009-864118,Diego Flores,Deposito,6717.73,2026-02-20,22:51:00,Pendiente
TX-001637,005-477819,Diego Flores,PagoServicio,609.79,2026-10-04,19:25:40,Observada
TX-001638,004-318964,Diego Flores,Transferencia,14370.65,2026-08-09,03:53:56,Observada
TX-001639,002-943816,Ana Torres,Retiro,11497.10,2026-05-01,05:08:36,Anulada
TX-001640,002-623147,Luis Ramos,PagoServicio,4712.64,2026-12-29,18:01:57,Pendiente
TX-001641,003-171472,Lucia Vega,Deposito,5306.99,2026-01-28,15:00:58,Rechazada
TX-001642,008-370473,Jorge Medina,Deposito,11449.56,2026-06-21,16:09:41,Rechazada
TX-001643,002-696360,Jorge Medina,Transferencia,5458.45,2026-04-22,07:32:21,Observada
TX-001644,007-998630,Diego Flores,Retiro,6618.01,2026-07-19,00:39:10,Anulada
TX-001645,006-491835,Luis Ramos,PagoServicio,7594.08,2026-04-13,01:43:45,Aprobada
TX-001646,001-877039,Rosa Herrera,Retiro,10499.18,2026-08-06,19:02:19,Aprobada
TX-001647,003-994498,Luis Ramos,Deposito,5643.57,2026-08-10,10:01:53,Observada
TX-001648,002-333886,Sofia Rojas,PagoServicio,10040.57,2026-05-16,12:20:15,Observada
TX-001649,008-773693,Valeria Leon,PagoServicio,1645.69,2026-03-12,00:16:10,Aprobada
TX-001650,007-905533,Sofia Rojas,Retiro,6028.79,2026-01-26,00:55:05,Pendiente
TX-001651,006-733727,Jorge Medina,Retiro,10537.34,2026-07-04,22:41:13,Aprobada
TX-001652,005-576660,Ana Torres,Retiro,14228.52,2026-02-26,12:17:12,Rechazada
TX-001653,006-695807,Ana Torres,PagoServicio,945.38,2026-11-11,00:04:45,Pendiente
TX-001654,007-596405,Carlos Perez,Transferencia,3180.28,2026-01-09,21:50:30,Observada
TX-001655,005-364315,Camila Ruiz,Retiro,1263.03,2026-01-27,21:32:28,Pendiente
TX-001656,007-185678,Lucia Vega,PagoServicio,13070.62,2026-07-23,19:17:05,Rechazada
TX-001657,005-293020,Miguel Castro,Transferencia,1395.69,2026-12-17,03:54:36,Observada
TX-001658,006-889762,Lucia Vega,Retiro,2987.09,2026-06-12,18:18:18,Observada
TX-001659,008-661519,Fernando Diaz,Retiro,14484.19,2026-06-19,15:07:18,Pendiente
TX-001660,007-962994,Ana Torres,Retiro,1176.35,2026-09-17,09:51:41,Anulada
TX-001661,003-439458,Camila Ruiz,Deposito,222.66,2026-12-15,03:59:45,Observada
TX-001662,003-623706,Miguel Castro,Deposito,1712.97,2026-09-19,17:37:32,Observada
TX-001663,005-645984,Fernando Diaz,Transferencia,14823.70,2026-11-20,07:33:47,Rechazada
TX-001664,008-769952,Diego Flores,Transferencia,556.92,2026-10-17,14:29:52,Rechazada
TX-001665,007-830276,Valeria Leon,Retiro,9018.14,2026-03-25,22:32:43,Pendiente
TX-001666,004-300444,Camila Ruiz,Transferencia,5560.14,2026-05-22,06:48:36,Aprobada
TX-001667,005-421876,Valeria Leon,Transferencia,10492.76,2026-09-10,00:17:42,Observada
TX-001668,007-530321,Pedro Castillo,Deposito,12424.51,2026-06-15,09:12:07,Anulada
TX-001669,006-218887,Elena Vargas,Retiro,6887.77,2026-05-25,21:44:39,Rechazada
TX-001670,009-723789,Maria Soto,PagoServicio,5729.63,2026-11-25,04:49:28,Observada
TX-001671,005-836197,Diego Flores,Transferencia,14930.49,2026-11-09,23:54:10,Aprobada
TX-001672,002-781180,Ana Torres,PagoServicio,1564.09,2026-10-19,05:58:54,Anulada
TX-001673,009-204545,Camila Ruiz,PagoServicio,7555.39,2026-11-09,23:15:31,Aprobada
TX-001674,005-993077,Sofia Rojas,Retiro,3350.96,2026-06-26,13:27:27,Anulada
TX-001675,007-220063,Carlos Perez,PagoServicio,14258.77,2026-05-17,03:57:22,Observada
TX-001676,007-960270,Camila Ruiz,PagoServicio,124.00,2026-05-26,11:55:59,Rechazada
TX-001677,009-397380,Lucia Vega,Deposito,4617.88,2026-12-17,13:31:21,Observada
TX-001678,004-104359,Elena Vargas,PagoServicio,499.79,2026-01-11,04:38:17,Rechazada
TX-001679,006-981610,Miguel Castro,Deposito,5033.00,2026-08-11,05:10:24,Observada
TX-001680,004-682735,Sofia Rojas,Retiro,9247.86,2026-06-02,17:59:13,Aprobada
TX-001681,007-235130,Camila Ruiz,PagoServicio,14660.56,2026-03-09,11:09:44,Observada
TX-001682,006-642404,Maria Soto,PagoServicio,3472.23,2026-10-03,17:54:40,Rechazada
TX-001683,009-224122,Camila Ruiz,PagoServicio,12647.03,2026-09-01,15:01:51,Pendiente
TX-001684,009-266779,Pedro Castillo,Retiro,1407.88,2026-01-10,22:59:03,Observada
TX-001685,001-759443,Rosa Herrera,Retiro,427.00,2026-10-02,19:05:07,Anulada
TX-001686,002-699569,Sofia Rojas,Transferencia,11137.67,2026-02-20,16:47:44,Observada
TX-001687,006-295617,Carlos Perez,Retiro,4460.87,2026-07-27,22:27:00,Rechazada
TX-001688,007-907814,Lucia Vega,Transferencia,4131.72,2026-12-30,02:36:25,Rechazada
TX-001689,001-769396,Diego Flores,Transferencia,1672.86,2026-12-27,02:07:16,Anulada
TX-001690,002-212278,Maria Soto,Deposito,3937.30,2026-03-12,03:34:19,Aprobada
TX-001691,002-618253,Miguel Castro,Deposito,13691.66,2026-03-22,18:26:37,Observada
TX-001692,002-614889,Rosa Herrera,Transferencia,6212.04,2026-07-08,22:40:11,Aprobada
TX-001693,004-820724,Sofia Rojas,PagoServicio,13346.81,2026-09-04,01:07:50,Observada
TX-001694,003-288540,Lucia Vega,Transferencia,13555.54,2026-09-14,04:32:11,Anulada
TX-001695,001-222900,Pedro Castillo,Deposito,7263.83,2026-08-27,10:56:28,Anulada
TX-001696,009-105258,Maria Soto,Deposito,13899.48,2026-03-16,21:26:53,Anulada
TX-001697,001-661988,Ana Torres,Retiro,3252.43,2026-05-22,17:01:38,Aprobada
TX-001698,004-130930,Pedro Castillo,Retiro,3304.22,2026-10-10,15:03:53,Rechazada
TX-001699,005-386960,Jorge Medina,Retiro,14298.91,2026-05-16,08:45:10,Anulada
TX-001700,005-589730,Fernando Diaz,PagoServicio,6546.57,2026-06-05,07:43:51,Rechazada
TX-001701,005-281361,Carlos Perez,Deposito,14428.45,2026-02-09,23:02:49,Anulada
TX-001702,005-273699,Rosa Herrera,Retiro,14306.89,2026-07-09,10:55:18,Observada
TX-001703,008-544320,Diego Flores,Deposito,12240.22,2026-08-30,21:57:03,Aprobada
TX-001704,007-550167,Carlos Perez,Deposito,5615.67,2026-09-03,17:10:37,Aprobada
TX-001705,008-275373,Elena Vargas,Transferencia,14371.88,2026-04-09,06:43:27,Anulada
TX-001706,007-407729,Diego Flores,Deposito,5980.62,2026-02-14,12:36:54,Rechazada
TX-001707,006-550244,Rosa Herrera,Retiro,5372.59,2026-01-29,05:03:25,Rechazada
TX-001708,006-490032,Maria Soto,Deposito,1843.33,2026-05-04,17:27:57,Aprobada
TX-001709,006-324156,Jorge Medina,Deposito,13482.17,2026-08-07,02:52:10,Aprobada
TX-001710,007-397391,Diego Flores,Retiro,7913.66,2026-02-09,23:17:08,Anulada
TX-001711,005-851058,Diego Flores,Transferencia,8613.49,2026-09-08,23:40:26,Observada
TX-001712,007-433219,Miguel Castro,Deposito,2980.27,2026-01-20,06:51:44,Observada
TX-001713,008-149064,Lucia Vega,PagoServicio,1797.69,2026-06-25,20:15:47,Rechazada
TX-001714,006-719887,Sofia Rojas,Retiro,8650.44,2026-04-21,16:44:11,Aprobada
TX-001715,001-584202,Lucia Vega,Retiro,12626.23,2026-06-06,10:28:07,Aprobada
TX-001716,009-653138,Ana Torres,Deposito,9675.19,2026-01-27,23:21:33,Observada
TX-001717,002-970161,Rosa Herrera,PagoServicio,10851.57,2026-04-17,16:08:34,Pendiente
TX-001718,006-519791,Luis Ramos,Deposito,7412.34,2026-01-19,06:45:00,Observada
TX-001719,005-830288,Jorge Medina,PagoServicio,12731.60,2026-12-20,14:12:44,Aprobada
TX-001720,006-747995,Luis Ramos,Transferencia,3367.98,2026-11-17,13:48:45,Aprobada
TX-001721,003-210242,Pedro Castillo,PagoServicio,3402.86,2026-02-04,04:22:31,Rechazada
TX-001722,006-955792,Elena Vargas,Transferencia,14012.31,2026-12-04,02:29:06,Aprobada
TX-001723,005-923073,Ana Torres,Transferencia,729.57,2026-04-29,04:11:21,Aprobada
TX-001724,005-445326,Fernando Diaz,PagoServicio,4055.98,2026-03-08,03:40:15,Rechazada
TX-001725,008-225725,Maria Soto,Deposito,12929.80,2026-10-20,10:47:35,Anulada
TX-001726,007-767841,Jorge Medina,Transferencia,7831.24,2026-04-04,09:50:27,Anulada
TX-001727,008-793390,Jorge Medina,Deposito,4835.45,2026-10-11,20:09:05,Observada
TX-001728,004-196258,Lucia Vega,Deposito,10673.61,2026-05-18,02:17:19,Anulada
TX-001729,004-791515,Camila Ruiz,Retiro,10427.53,2026-01-30,04:23:47,Observada
TX-001730,001-322796,Ana Torres,Retiro,7027.57,2026-05-30,13:01:17,Rechazada
TX-001731,008-209612,Pedro Castillo,Retiro,12211.79,2026-10-23,18:39:00,Anulada
TX-001732,009-428580,Rosa Herrera,Deposito,10630.60,2026-09-12,11:44:21,Rechazada
TX-001733,009-210793,Elena Vargas,Retiro,3289.58,2026-05-22,05:24:20,Observada
TX-001734,008-750618,Valeria Leon,Retiro,11702.52,2026-03-14,23:51:12,Aprobada
TX-001735,005-543646,Maria Soto,Deposito,14272.90,2026-08-13,04:17:16,Aprobada
TX-001736,003-583345,Elena Vargas,Transferencia,11177.94,2026-04-04,10:12:16,Aprobada
TX-001737,008-296114,Lucia Vega,Transferencia,7148.84,2026-07-26,04:12:38,Observada
TX-001738,006-378479,Luis Ramos,Transferencia,5322.86,2026-03-24,08:35:55,Rechazada
TX-001739,007-626584,Sofia Rojas,Deposito,806.82,2026-04-16,20:42:44,Pendiente
TX-001740,002-151521,Camila Ruiz,PagoServicio,10982.70,2026-06-14,02:48:32,Rechazada
TX-001741,005-298652,Sofia Rojas,Retiro,8914.80,2026-07-25,15:52:57,Anulada
TX-001742,008-643810,Sofia Rojas,Transferencia,10220.60,2026-09-09,00:22:14,Rechazada
TX-001743,002-330246,Luis Ramos,Transferencia,13426.93,2026-08-12,09:32:12,Pendiente
TX-001744,004-169045,Valeria Leon,Transferencia,4139.14,2026-12-09,18:25:51,Anulada
TX-001745,007-510945,Sofia Rojas,Transferencia,3306.13,2026-11-17,00:52:35,Pendiente
TX-001746,008-315697,Maria Soto,Retiro,5221.02,2026-04-22,20:17:06,Anulada
TX-001747,005-869531,Ana Torres,Transferencia,2784.33,2026-12-19,13:08:44,Anulada
TX-001748,008-874992,Lucia Vega,Retiro,2561.79,2026-09-22,15:30:15,Aprobada
TX-001749,003-296444,Pedro Castillo,PagoServicio,2136.09,2026-01-05,22:41:49,Observada
TX-001750,007-450281,Ana Torres,Retiro,14615.82,2026-12-09,05:54:55,Aprobada
TX-001751,003-812195,Rosa Herrera,Transferencia,8914.14,2026-07-04,00:25:01,Anulada
TX-001752,001-612027,Miguel Castro,Retiro,7093.80,2026-01-18,13:04:32,Aprobada
TX-001753,005-975937,Carlos Perez,Retiro,11327.34,2026-10-29,01:54:53,Aprobada
TX-001754,002-419398,Rosa Herrera,Deposito,6794.72,2026-10-13,08:58:20,Pendiente
TX-001755,009-369840,Camila Ruiz,PagoServicio,3810.52,2026-06-28,03:52:01,Aprobada
TX-001756,006-415761,Fernando Diaz,Deposito,13371.67,2026-10-28,19:06:29,Anulada
TX-001757,008-218238,Lucia Vega,Transferencia,2227.03,2026-06-09,08:26:59,Rechazada
TX-001758,003-474545,Jorge Medina,Transferencia,3673.07,2026-10-15,18:44:11,Observada
TX-001759,006-316329,Fernando Diaz,Transferencia,2915.69,2026-05-27,17:08:54,Aprobada
TX-001760,005-757343,Camila Ruiz,PagoServicio,14810.10,2026-12-07,05:46:37,Anulada
TX-001761,003-378196,Elena Vargas,Deposito,13321.04,2026-06-01,20:37:42,Anulada
TX-001762,007-389666,Lucia Vega,Retiro,626.09,2026-07-21,23:28:32,Pendiente
TX-001763,002-554515,Rosa Herrera,PagoServicio,8504.27,2026-11-04,18:52:25,Pendiente
TX-001764,005-215543,Ana Torres,PagoServicio,13909.22,2026-02-27,03:21:40,Observada
TX-001765,003-648600,Lucia Vega,Retiro,4561.65,2026-04-22,22:46:39,Aprobada
TX-001766,005-116349,Jorge Medina,Transferencia,3267.71,2026-11-17,13:56:37,Anulada
TX-001767,002-155777,Jorge Medina,Deposito,86.30,2026-05-17,19:15:33,Aprobada
TX-001768,001-363647,Maria Soto,Deposito,13182.04,2026-11-01,23:11:03,Anulada
TX-001769,009-262568,Luis Ramos,Deposito,2148.24,2026-10-12,16:33:01,Rechazada
TX-001770,007-713652,Elena Vargas,Transferencia,4369.12,2026-01-13,11:32:08,Observada
TX-001771,006-360810,Rosa Herrera,PagoServicio,6344.22,2026-12-18,03:24:30,Aprobada
TX-001772,005-416693,Diego Flores,Deposito,2607.80,2026-06-19,06:06:07,Pendiente
TX-001773,003-816514,Rosa Herrera,Retiro,3757.81,2026-06-11,16:18:42,Anulada
TX-001774,004-415686,Lucia Vega,Transferencia,4467.04,2026-12-27,01:22:19,Observada
TX-001775,009-292279,Sofia Rojas,PagoServicio,1449.67,2026-07-24,12:00:04,Observada
TX-001776,006-628288,Elena Vargas,Deposito,7031.00,2026-06-16,02:09:56,Observada
TX-001777,007-530187,Jorge Medina,Transferencia,13689.25,2026-01-11,06:16:19,Observada
TX-001778,002-892572,Maria Soto,Deposito,11801.61,2026-08-14,08:59:49,Anulada
TX-001779,006-233457,Diego Flores,Deposito,812.51,2026-11-25,04:58:16,Observada
TX-001780,003-522515,Camila Ruiz,Transferencia,6947.49,2026-10-24,07:38:01,Anulada
TX-001781,008-979962,Ana Torres,Transferencia,829.84,2026-11-19,07:10:31,Aprobada
TX-001782,006-723210,Luis Ramos,Deposito,8486.00,2026-09-26,04:47:32,Pendiente
TX-001783,001-227341,Fernando Diaz,Transferencia,10526.57,2026-07-20,11:55:46,Rechazada
TX-001784,009-876390,Jorge Medina,Retiro,3360.92,2026-09-20,09:48:04,Rechazada
TX-001785,005-758756,Lucia Vega,Transferencia,12086.20,2026-08-31,04:58:08,Rechazada
TX-001786,002-170403,Ana Torres,Retiro,9060.82,2026-02-17,00:07:21,Anulada
TX-001787,002-359214,Carlos Perez,Transferencia,7111.40,2026-11-20,09:34:23,Anulada
TX-001788,008-509693,Ana Torres,Transferencia,4505.86,2026-07-07,20:35:33,Rechazada
TX-001789,004-982608,Miguel Castro,Deposito,12327.08,2026-09-22,14:22:00,Observada
TX-001790,002-553355,Maria Soto,Transferencia,2780.27,2026-11-14,21:26:23,Rechazada
TX-001791,003-636362,Fernando Diaz,Retiro,7147.61,2026-04-23,15:19:59,Pendiente
TX-001792,002-717363,Jorge Medina,Deposito,10018.82,2026-06-01,22:08:52,Observada
TX-001793,002-586501,Sofia Rojas,PagoServicio,2231.02,2026-04-21,01:41:11,Observada
TX-001794,002-691616,Sofia Rojas,Transferencia,8712.27,2026-01-14,05:40:53,Anulada
TX-001795,008-144702,Elena Vargas,Deposito,14442.32,2026-07-01,17:12:37,Observada
TX-001796,005-109563,Maria Soto,Deposito,7514.57,2026-12-01,09:18:29,Anulada
TX-001797,004-465779,Elena Vargas,PagoServicio,7700.55,2026-03-09,18:25:43,Rechazada
TX-001798,006-787796,Fernando Diaz,Deposito,6897.63,2026-11-30,11:19:39,Rechazada
TX-001799,005-923091,Rosa Herrera,Deposito,13852.92,2026-01-27,11:45:51,Observada
TX-001800,007-594668,Diego Flores,Retiro,8644.82,2026-12-27,04:06:31,Anulada
TX-001801,009-371818,Maria Soto,Deposito,8836.89,2026-08-14,12:44:48,Pendiente
TX-001802,007-170852,Ana Torres,Transferencia,12781.95,2026-03-03,19:39:43,Rechazada
TX-001803,002-797576,Luis Ramos,PagoServicio,14014.17,2026-07-05,00:29:27,Pendiente
TX-001804,004-909231,Rosa Herrera,Retiro,1590.42,2026-12-09,01:14:07,Rechazada
TX-001805,007-892528,Sofia Rojas,Transferencia,938.28,2026-04-08,06:40:43,Aprobada
TX-001806,001-987936,Fernando Diaz,Transferencia,6628.51,2026-05-26,08:56:05,Anulada
TX-001807,001-282522,Pedro Castillo,Transferencia,10483.90,2026-05-27,15:45:24,Rechazada
TX-001808,009-309436,Carlos Perez,Deposito,7371.63,2026-09-21,15:19:53,Pendiente
TX-001809,004-310965,Fernando Diaz,Retiro,6516.60,2026-07-25,06:15:05,Rechazada
TX-001810,002-710384,Ana Torres,Transferencia,3061.06,2026-11-11,13:49:46,Rechazada
TX-001811,001-477027,Rosa Herrera,PagoServicio,8528.74,2026-12-02,17:38:29,Aprobada
TX-001812,006-294305,Camila Ruiz,PagoServicio,2860.15,2026-03-22,13:48:18,Anulada
TX-001813,008-625179,Pedro Castillo,Deposito,9281.00,2026-08-05,23:26:10,Rechazada
TX-001814,002-560197,Sofia Rojas,PagoServicio,13110.91,2026-08-10,00:53:06,Aprobada
TX-001815,003-920392,Valeria Leon,Deposito,1522.69,2026-07-13,16:20:06,Rechazada
TX-001816,001-730707,Valeria Leon,Deposito,347.91,2026-11-15,23:19:47,Pendiente
TX-001817,005-509391,Fernando Diaz,Deposito,1028.61,2026-12-05,10:43:12,Rechazada
TX-001818,005-178409,Valeria Leon,Retiro,12799.40,2026-12-28,21:05:23,Anulada
TX-001819,009-427406,Sofia Rojas,Transferencia,8193.66,2026-12-13,08:15:23,Aprobada
TX-001820,008-375831,Camila Ruiz,Transferencia,493.80,2026-06-13,15:47:08,Pendiente
TX-001821,004-450791,Elena Vargas,Transferencia,2097.94,2026-08-01,11:13:25,Pendiente
TX-001822,001-347062,Jorge Medina,Transferencia,12086.87,2026-08-07,23:31:14,Anulada
TX-001823,001-462645,Luis Ramos,PagoServicio,8976.23,2026-08-26,20:17:09,Aprobada
TX-001824,009-602028,Maria Soto,Deposito,10852.71,2026-02-10,09:55:15,Aprobada
TX-001825,008-632261,Carlos Perez,Deposito,6478.42,2026-04-28,20:03:50,Rechazada
TX-001826,001-158045,Ana Torres,Retiro,8017.45,2026-12-01,02:31:32,Observada
TX-001827,001-679334,Jorge Medina,Transferencia,5813.00,2026-05-27,12:01:04,Rechazada
TX-001828,007-835405,Sofia Rojas,Retiro,1742.59,2026-02-15,19:46:13,Anulada
TX-001829,006-468877,Carlos Perez,Deposito,6553.51,2026-01-23,11:52:36,Rechazada
TX-001830,004-196459,Diego Flores,Transferencia,3414.62,2026-10-18,06:58:42,Anulada
TX-001831,001-940713,Ana Torres,Retiro,12191.20,2026-01-30,18:04:21,Aprobada
TX-001832,003-559859,Maria Soto,Deposito,665.35,2026-05-16,19:08:13,Anulada
TX-001833,004-406616,Maria Soto,PagoServicio,7185.73,2026-02-17,12:37:49,Aprobada
TX-001834,002-362352,Valeria Leon,Retiro,7428.99,2026-10-13,12:44:03,Pendiente
TX-001835,004-565087,Fernando Diaz,Deposito,14121.99,2026-10-31,00:04:09,Anulada
TX-001836,005-785395,Carlos Perez,Deposito,4789.70,2026-07-30,06:23:32,Anulada
TX-001837,002-156620,Pedro Castillo,PagoServicio,10585.47,2026-08-30,12:15:54,Observada
TX-001838,005-182256,Carlos Perez,Retiro,12622.97,2026-07-22,08:01:29,Rechazada
TX-001839,005-877947,Valeria Leon,Retiro,1849.99,2026-10-09,12:39:28,Rechazada
TX-001840,001-346525,Fernando Diaz,PagoServicio,9752.12,2026-06-26,05:22:39,Aprobada
TX-001841,001-623142,Miguel Castro,Transferencia,4061.78,2026-08-17,10:47:44,Observada
TX-001842,005-967359,Luis Ramos,Transferencia,4193.60,2026-08-25,19:15:38,Observada
TX-001843,008-119764,Miguel Castro,PagoServicio,5776.10,2026-01-18,05:58:58,Rechazada
TX-001844,004-497753,Maria Soto,PagoServicio,7992.05,2026-09-14,11:23:49,Pendiente
TX-001845,001-667855,Rosa Herrera,Deposito,14058.99,2026-12-20,10:19:05,Anulada
TX-001846,006-968386,Elena Vargas,Deposito,12155.55,2026-08-18,12:08:01,Rechazada
TX-001847,001-457506,Fernando Diaz,PagoServicio,12987.48,2026-10-31,22:28:43,Aprobada
TX-001848,002-680170,Sofia Rojas,Deposito,12879.13,2026-12-31,06:34:14,Anulada
TX-001849,008-544423,Diego Flores,Deposito,2446.61,2026-05-29,01:53:24,Observada
TX-001850,004-238278,Elena Vargas,Transferencia,4217.69,2026-09-23,02:16:52,Pendiente
TX-001851,002-362073,Rosa Herrera,Deposito,5069.61,2026-06-03,05:56:59,Aprobada
TX-001852,005-479264,Lucia Vega,Deposito,11738.57,2026-11-11,16:09:57,Anulada
TX-001853,001-230344,Lucia Vega,Deposito,12541.64,2026-11-26,04:08:10,Rechazada
TX-001854,008-585201,Ana Torres,PagoServicio,142.97,2026-01-15,08:54:00,Pendiente
TX-001855,008-768722,Miguel Castro,Retiro,6135.08,2026-08-14,01:59:12,Aprobada
TX-001856,005-739975,Valeria Leon,Deposito,14299.87,2026-06-21,01:11:37,Rechazada
TX-001857,005-903184,Rosa Herrera,Deposito,3900.52,2026-07-12,05:04:19,Rechazada
TX-001858,004-760957,Maria Soto,Retiro,13069.88,2026-09-12,18:09:34,Aprobada
TX-001859,004-220005,Camila Ruiz,Transferencia,2771.99,2026-07-16,18:57:54,Observada
TX-001860,006-143993,Valeria Leon,Retiro,921.58,2026-10-05,12:05:04,Pendiente
TX-001861,005-116901,Camila Ruiz,Deposito,8111.22,2026-01-18,08:56:32,Anulada
TX-001862,004-466718,Luis Ramos,Transferencia,7609.00,2026-02-13,22:56:16,Anulada
TX-001863,002-348490,Carlos Perez,Deposito,8559.78,2026-11-19,00:07:29,Observada
TX-001864,002-773067,Sofia Rojas,Deposito,2154.76,2026-05-07,19:34:42,Anulada
TX-001865,006-451258,Sofia Rojas,Deposito,7065.57,2026-04-25,04:51:58,Anulada
TX-001866,001-268100,Pedro Castillo,Transferencia,4370.18,2026-02-28,06:41:27,Anulada
TX-001867,001-211392,Diego Flores,Retiro,12122.43,2026-07-18,08:57:54,Anulada
TX-001868,006-325306,Sofia Rojas,Transferencia,9859.32,2026-02-28,06:47:50,Observada
TX-001869,002-181066,Elena Vargas,Retiro,8485.38,2026-08-12,02:09:42,Anulada
TX-001870,007-665148,Fernando Diaz,Transferencia,12715.45,2026-07-24,23:02:46,Aprobada
TX-001871,008-791218,Valeria Leon,PagoServicio,4760.92,2026-03-17,17:45:05,Anulada
TX-001872,005-355882,Pedro Castillo,Retiro,11987.10,2026-05-21,13:45:28,Rechazada
TX-001873,008-430108,Fernando Diaz,Transferencia,10399.17,2026-06-22,19:46:13,Observada
TX-001874,006-183561,Pedro Castillo,Transferencia,13720.39,2026-09-11,17:28:34,Observada
TX-001875,004-570777,Rosa Herrera,PagoServicio,3454.15,2026-11-18,11:51:06,Rechazada
TX-001876,009-356842,Rosa Herrera,PagoServicio,10114.84,2026-09-16,14:39:45,Rechazada
TX-001877,005-934515,Lucia Vega,Deposito,4714.53,2026-02-01,15:41:26,Observada
TX-001878,007-629558,Maria Soto,PagoServicio,9493.12,2026-10-28,01:34:23,Rechazada
TX-001879,003-576126,Ana Torres,Retiro,1820.62,2026-04-13,06:50:36,Anulada
TX-001880,008-878938,Luis Ramos,Retiro,13043.19,2026-11-20,20:07:30,Observada
